titles,source_id
"{'id': 1691853, 'title': 'Carry-On', 'year': 2024, 'imdb_id': 'tt21382296', 'tmdb_id': 1005331, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3187808, 'title': 'One Hundred Years of Solitude', 'year': 2024, 'imdb_id': 'tt9892936', 'tmdb_id': 207333, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 550134, 'title': 'Your Friend, Nate Bargatze', 'year': 2024, 'imdb_id': 'tt33813061', 'tmdb_id': 1376359, 'tmdb_type': 'movie', 'type': 'tv_special'}",203
"{'id': 3186480, 'title': 'Scavengers Reign', 'year': 2023, 'imdb_id': 'tt21056886', 'tmdb_id': 204154, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 1644435, 'title': 'Dune: Part Two', 'year': 2024, 'imdb_id': 'tt15239678', 'tmdb_id': 693134, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3213159, 'title': 'The Manny', 'year': 2023, 'imdb_id': 'tt30249004', 'tmdb_id': 241373, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3184495, 'title': 'Dead Boy Detectives', 'year': 2024, 'imdb_id': 'tt15358446', 'tmdb_id': 132750, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3182191, 'title': '3 Body Problem', 'year': 2024, 'imdb_id': 'tt13016388', 'tmdb_id': 108545, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 1625605, 'title': 'Furiosa: A Mad Max Saga', 'year': 2024, 'imdb_id': 'tt12037194', 'tmdb_id': 786892, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3213044, 'title': 'Baby Reindeer', 'year': 2024, 'imdb_id': 'tt13649112', 'tmdb_id': 241259, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 3207934, 'title': 'The Gentlemen', 'year': 2024, 'imdb_id': 'tt13210838', 'tmdb_id': 236235, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3182718, 'title': 'Wednesday', 'year': 2022, 'imdb_id': 'tt13443470', 'tmdb_id': 119051, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3170258, 'title': 'Avatar: The Last Airbender', 'year': 2024, 'imdb_id': 'tt9018736', 'tmdb_id': 82452, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 1617655, 'title': 'My Octopus Teacher', 'year': 2020, 'imdb_id': 'tt12888462', 'tmdb_id': 682110, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3221731, 'title': 'Supacell', 'year': 2024, 'imdb_id': 'tt16283758', 'tmdb_id': 158141, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3195555, 'title': 'Scott Pilgrim Takes Off', 'year': 2023, 'imdb_id': 'tt16969708', 'tmdb_id': 155292, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 3190574, 'title': 'Lockwood & Co.', 'year': 2023, 'imdb_id': 'tt13802576', 'tmdb_id': 213241, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3155277, 'title': 'Our Planet', 'year': 2019, 'imdb_id': 'tt9253866', 'tmdb_id': 83880, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 547411, 'title': 'The Perfect Couple', 'year': 2024, 'imdb_id': 'tt11514868', 'tmdb_id': 220564, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 1881621, 'title': 'The Six Triple Eight', 'year': 2024, 'imdb_id': 'tt24458622', 'tmdb_id': 1061699, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3222889, 'title': 'Nobody Wants This', 'year': 2024, 'imdb_id': 'tt26933824', 'tmdb_id': 250923, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3197524, 'title': 'King the Land', 'year': 2023, 'imdb_id': 'tt26693803', 'tmdb_id': 198004, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3188733, 'title': 'Boy Swallows Universe', 'year': 2024, 'imdb_id': 'tt10399902', 'tmdb_id': 209332, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 1639870, 'title': 'Woman of the Hour', 'year': 2024, 'imdb_id': 'tt7737800', 'tmdb_id': 835113, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1609996, 'title': 'The Adam Project', 'year': 2022, 'imdb_id': 'tt2463208', 'tmdb_id': 696806, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3206988, 'title': 'Beckham', 'year': 2023, 'imdb_id': 'tt14524712', 'tmdb_id': 235345, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 3182542, 'title': 'Kaos', 'year': 2024, 'imdb_id': 'tt8550732', 'tmdb_id': 102621, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3175655, 'title': 'All of Us Are Dead', 'year': 2022, 'imdb_id': 'tt14169960', 'tmdb_id': 99966, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3171191, 'title': 'One Piece', 'year': 2023, 'imdb_id': 'tt11737520', 'tmdb_id': 111110, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3106380, 'title': 'She-Ra and the Princesses of Power', 'year': 2018, 'imdb_id': 'tt7745956', 'tmdb_id': 79732, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 397059, 'title': 'Queer Eye', 'year': 2018, 'imdb_id': 'tt7259746', 'tmdb_id': 76922, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 1683228, 'title': 'Godzilla x Kong: The New Empire', 'year': 2024, 'imdb_id': 'tt14539740', 'tmdb_id': 823464, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3212158, 'title': 'Dandadan', 'year': 2024, 'imdb_id': 'tt30217403', 'tmdb_id': 240411, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3183467, 'title': 'Pantheon', 'year': 2022, 'imdb_id': 'tt11680642', 'tmdb_id': 195339, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3183305, 'title': 'Dark Winds', 'year': 2022, 'imdb_id': 'tt15017118', 'tmdb_id': 128904, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3179898, 'title': 'Vikings: Valhalla', 'year': 2022, 'imdb_id': 'tt11311302', 'tmdb_id': 116135, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3170089, 'title': 'Cyberpunk: Edgerunners', 'year': 2022, 'imdb_id': 'tt12590266', 'tmdb_id': 105248, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 3168697, 'title': 'The Midnight Gospel', 'year': 2020, 'imdb_id': 'tt11639414', 'tmdb_id': 96713, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 545969, 'title': 'Senna', 'year': 2024, 'imdb_id': 'tt13024830', 'tmdb_id': 211039, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 543839, 'title': 'The Fall of the House of Usher', 'year': 2023, 'imdb_id': 'tt15567174', 'tmdb_id': 157065, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 1783994, 'title': 'It Ends with Us', 'year': 2024, 'imdb_id': 'tt10655524', 'tmdb_id': 1079091, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1690084, 'title': 'Hit Man', 'year': 2024, 'imdb_id': 'tt20215968', 'tmdb_id': 974635, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1627911, 'title': 'Damsel', 'year': 2024, 'imdb_id': 'tt13452446', 'tmdb_id': 763215, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1620816, 'title': 'The Lost City', 'year': 2022, 'imdb_id': 'tt13320622', 'tmdb_id': 752623, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1607086, 'title': 'Scream', 'year': 2022, 'imdb_id': 'tt11245972', 'tmdb_id': 646385, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1597565, 'title': 'Rebel Ridge', 'year': 2024, 'imdb_id': 'tt11301886', 'tmdb_id': 646097, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1496273, 'title': 'Dune', 'year': 2021, 'imdb_id': 'tt1160419', 'tmdb_id': 438631, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3184187, 'title': 'The Lincoln Lawyer', 'year': 2022, 'imdb_id': 'tt13833978', 'tmdb_id': 116799, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3182027, 'title': 'Heartstopper', 'year': 2022, 'imdb_id': 'tt10638036', 'tmdb_id': 124834, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3181750, 'title': 'The Night Agent', 'year': 2023, 'imdb_id': 'tt13918776', 'tmdb_id': 129552, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3153842, 'title': 'The Witcher', 'year': 2019, 'imdb_id': 'tt5180504', 'tmdb_id': 71912, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 548344, 'title': 'Bodies', 'year': 2023, 'imdb_id': 'tt18347622', 'tmdb_id': 233629, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 1686392, 'title': 'Ghostbusters: Frozen Empire', 'year': 2024, 'imdb_id': 'tt21235248', 'tmdb_id': 967847, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1675091, 'title': 'Madame Web', 'year': 2024, 'imdb_id': 'tt11057302', 'tmdb_id': 634492, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1601276, 'title': ""Don't Look Up"", 'year': 2021, 'imdb_id': 'tt11286314', 'tmdb_id': 646380, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1549357, 'title': 'Bad Boys: Ride or Die', 'year': 2024, 'imdb_id': 'tt4919268', 'tmdb_id': 573435, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3195914, 'title': 'Blue Eye Samurai', 'year': 2023, 'imdb_id': 'tt13309742', 'tmdb_id': 225180, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3186299, 'title': 'The Diplomat', 'year': 2023, 'imdb_id': 'tt17491088', 'tmdb_id': 203857, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3182711, 'title': '1899', 'year': 2022, 'imdb_id': 'tt9319668', 'tmdb_id': 90669, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3178198, 'title': 'Arcane', 'year': 2021, 'imdb_id': 'tt11126994', 'tmdb_id': 94605, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3164899, 'title': 'Ripley', 'year': 2024, 'imdb_id': 'tt11016042', 'tmdb_id': 94028, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 3160404, 'title': 'The Dark Crystal: Age of Resistance', 'year': 2019, 'imdb_id': 'tt6905542', 'tmdb_id': 71809, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3146538, 'title': 'You', 'year': 2018, 'imdb_id': 'tt7335184', 'tmdb_id': 78191, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3130479, 'title': 'The Umbrella Academy', 'year': 2019, 'imdb_id': 'tt1312171', 'tmdb_id': 75006, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3105822, 'title': 'Sex Education', 'year': 2019, 'imdb_id': 'tt7767422', 'tmdb_id': 81356, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 323535, 'title': 'Cobra Kai', 'year': 2018, 'imdb_id': 'tt7221388', 'tmdb_id': 77169, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 540761, 'title': ""The Queen's Gambit"", 'year': 2020, 'imdb_id': 'tt10048342', 'tmdb_id': 87739, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 56018, 'title': 'Escape at Dannemora', 'year': 2018, 'imdb_id': 'tt6866266', 'tmdb_id': 72039, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 1399319, 'title': 'The Irishman', 'year': 2019, 'imdb_id': 'tt1302006', 'tmdb_id': 398978, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 151959, 'title': 'Bird Box', 'year': 2018, 'imdb_id': 'tt2737304', 'tmdb_id': 405774, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1513054, 'title': 'The Gentlemen', 'year': 2020, 'imdb_id': 'tt8367814', 'tmdb_id': 522627, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3196573, 'title': 'Arnold', 'year': 2023, 'imdb_id': 'tt27713897', 'tmdb_id': 226135, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 3183276, 'title': 'Beef', 'year': 2023, 'imdb_id': 'tt14403178', 'tmdb_id': 154385, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3182516, 'title': 'Heartbreak High', 'year': 2022, 'imdb_id': 'tt15054962', 'tmdb_id': 158154, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3172165, 'title': ""Dota: Dragon's Blood"", 'year': 2021, 'imdb_id': 'tt14069590', 'tmdb_id': 118956, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3171239, 'title': 'Bridgerton', 'year': 2020, 'imdb_id': 'tt8740790', 'tmdb_id': 91239, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3171197, 'title': 'Blood of Zeus', 'year': 2020, 'imdb_id': 'tt10009170', 'tmdb_id': 111111, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3170425, 'title': 'Jujutsu Kaisen', 'year': 2020, 'imdb_id': 'tt12343534', 'tmdb_id': 95479, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3166158, 'title': 'Lupin', 'year': 2021, 'imdb_id': 'tt2531336', 'tmdb_id': 96677, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3160845, 'title': 'Love, Death & Robots', 'year': 2019, 'imdb_id': 'tt9561862', 'tmdb_id': 86831, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 363849, 'title': 'Killing Eve', 'year': 2018, 'imdb_id': 'tt7016936', 'tmdb_id': 72750, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 36310, 'title': 'Altered Carbon', 'year': 2018, 'imdb_id': 'tt2261227', 'tmdb_id': 68421, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 546921, 'title': 'Queen Charlotte: A Bridgerton Story', 'year': 2023, 'imdb_id': 'tt14661396', 'tmdb_id': 196454, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 1607947, 'title': 'David Attenborough: A Life on Our Planet', 'year': 2020, 'imdb_id': 'tt11989890', 'tmdb_id': 664280, 'tmdb_type': 'movie', 'type': 'tv_movie'}",203
"{'id': 1586594, 'title': 'El Camino: A Breaking Bad Movie', 'year': 2019, 'imdb_id': 'tt9243946', 'tmdb_id': 559969, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1585238, 'title': 'The Platform', 'year': 2019, 'imdb_id': 'tt8228288', 'tmdb_id': 619264, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1688905, 'title': 'Wicked Little Letters', 'year': 2024, 'imdb_id': 'tt20234774', 'tmdb_id': 975773, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1549698, 'title': 'Shadow and Bone', 'year': 2021, 'imdb_id': 'tt2403776', 'tmdb_id': 85720, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 1530411, 'title': 'Beverly Hills Cop: Axel F', 'year': 2024, 'imdb_id': 'tt3083016', 'tmdb_id': 280180, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1515637, 'title': 'A Quiet Place Part II', 'year': 2021, 'imdb_id': 'tt8332922', 'tmdb_id': 520763, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1505741, 'title': 'Extraction', 'year': 2020, 'imdb_id': 'tt8936646', 'tmdb_id': 545609, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1450944, 'title': 'Marriage Story', 'year': 2019, 'imdb_id': 'tt7653254', 'tmdb_id': 492188, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1381145, 'title': 'The Boy Who Harnessed the Wind', 'year': 2019, 'imdb_id': 'tt7533152', 'tmdb_id': 491480, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1318351, 'title': 'Red Notice', 'year': 2021, 'imdb_id': 'tt7991608', 'tmdb_id': 512195, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3212418, 'title': 'One Day', 'year': 2024, 'imdb_id': 'tt16283804', 'tmdb_id': 240667, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 3175783, 'title': 'Elite', 'year': 2018, 'imdb_id': 'tt7134908', 'tmdb_id': 76669, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3168647, 'title': 'Outer Banks', 'year': 2020, 'imdb_id': 'tt10293938', 'tmdb_id': 100757, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3162280, 'title': 'Demon Slayer: Kimetsu no Yaiba', 'year': 2019, 'imdb_id': 'tt9335498', 'tmdb_id': 85937, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3150702, 'title': 'Emily in Paris', 'year': 2020, 'imdb_id': 'tt8962124', 'tmdb_id': 82596, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 352600, 'title': 'Hilda', 'year': 2018, 'imdb_id': 'tt6385540', 'tmdb_id': 82456, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 321872, 'title': 'Chilling Adventures of Sabrina', 'year': 2018, 'imdb_id': 'tt7569592', 'tmdb_id': 79242, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 35777, 'title': 'All American', 'year': 2018, 'imdb_id': 'tt7414406', 'tmdb_id': 82428, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 541609, 'title': 'Bo Burnham: Inside', 'year': 2021, 'imdb_id': 'tt14544192', 'tmdb_id': 823754, 'tmdb_type': 'movie', 'type': 'tv_special'}",203
"{'id': 1150091, 'title': 'Godzilla vs. Kong', 'year': 2021, 'imdb_id': 'tt5034838', 'tmdb_id': 399566, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3212649, 'title': ""A Good Girl's Guide to Murder"", 'year': 2024, 'imdb_id': 'tt28118211', 'tmdb_id': 218342, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3197638, 'title': 'The Brothers Sun', 'year': 2024, 'imdb_id': 'tt17632862', 'tmdb_id': 227004, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3191223, 'title': 'The Glory', 'year': 2022, 'imdb_id': 'tt21344706', 'tmdb_id': 136283, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3171836, 'title': 'The Witcher: Blood Origin', 'year': 2022, 'imdb_id': 'tt12785720', 'tmdb_id': 106541, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 3171235, 'title': 'Maid', 'year': 2021, 'imdb_id': 'tt11337908', 'tmdb_id': 111141, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 3170189, 'title': 'Alice in Borderland', 'year': 2020, 'imdb_id': 'tt10795658', 'tmdb_id': 110316, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3169435, 'title': 'The Cuphead Show!', 'year': 2022, 'imdb_id': 'tt10611608', 'tmdb_id': 103786, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3162497, 'title': 'I Think You Should Leave with Tim Robinson', 'year': 2019, 'imdb_id': 'tt10050772', 'tmdb_id': 88728, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3158953, 'title': ""Guillermo del Toro's Cabinet of Curiosities"", 'year': 2022, 'imdb_id': 'tt8415836', 'tmdb_id': 83659, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 383654, 'title': 'Narcos: Mexico', 'year': 2018, 'imdb_id': 'tt8714904', 'tmdb_id': 80968, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 375254, 'title': 'Manifest', 'year': 2018, 'imdb_id': 'tt8421350', 'tmdb_id': 79696, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 372446, 'title': 'Lost in Space', 'year': 2018, 'imdb_id': 'tt5232792', 'tmdb_id': 75758, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 545853, 'title': 'The Watcher', 'year': 2022, 'imdb_id': 'tt14852808', 'tmdb_id': 210232, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 543178, 'title': 'Inventing Anna', 'year': 2022, 'imdb_id': 'tt8740976', 'tmdb_id': 95665, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 514339, 'title': 'Patrick Melrose', 'year': 2018, 'imdb_id': 'tt6586318', 'tmdb_id': 72787, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 1690549, 'title': 'Kung Fu Panda 4', 'year': 2024, 'imdb_id': 'tt21692408', 'tmdb_id': 1011985, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1596405, 'title': 'Glass Onion: A Knives Out Mystery', 'year': 2022, 'imdb_id': 'tt11564570', 'tmdb_id': 661374, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1578413, 'title': 'The Power of the Dog', 'year': 2021, 'imdb_id': 'tt10293406', 'tmdb_id': 600583, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1564077, 'title': 'Enola Holmes', 'year': 2020, 'imdb_id': 'tt7846844', 'tmdb_id': 497582, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1560906, 'title': 'Army of the Dead', 'year': 2021, 'imdb_id': 'tt0993840', 'tmdb_id': 503736, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1451780, 'title': 'Upgrade', 'year': 2018, 'imdb_id': 'tt6499752', 'tmdb_id': 500664, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 1206231, 'title': 'Klaus', 'year': 2019, 'imdb_id': 'tt4729430', 'tmdb_id': 508965, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 143379, 'title': 'Barbie', 'year': 2023, 'imdb_id': 'tt1517268', 'tmdb_id': 346698, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 14313, 'title': '6 Underground', 'year': 2019, 'imdb_id': 'tt8106534', 'tmdb_id': 509967, 'tmdb_type': 'movie', 'type': 'movie'}",203
"{'id': 3191933, 'title': 'The Walking Dead: Daryl Dixon', 'year': 2023, 'imdb_id': 'tt13062500', 'tmdb_id': 211684, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3188265, 'title': 'School Spirits', 'year': 2023, 'imdb_id': 'tt21057450', 'tmdb_id': 208397, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3186566, 'title': 'Extraordinary Attorney Woo', 'year': 2022, 'imdb_id': 'tt20869502', 'tmdb_id': 197067, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3189194, 'title': 'The Bastard Son & The Devil Himself', 'year': 2022, 'imdb_id': 'tt13649396', 'tmdb_id': 210235, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3181747, 'title': 'Kaleidoscope', 'year': 2023, 'imdb_id': 'tt15438246', 'tmdb_id': 156902, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 3181483, 'title': 'Business Proposal', 'year': 2022, 'imdb_id': 'tt14819828', 'tmdb_id': 154825, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3171281, 'title': 'Resident Evil', 'year': 2022, 'imdb_id': 'tt9660182', 'tmdb_id': 108296, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3170916, 'title': 'The Haunting of Bly Manor', 'year': 2020, 'imdb_id': 'tt10970552', 'tmdb_id': 109958, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 3168406, 'title': 'Never Have I Ever', 'year': 2020, 'imdb_id': 'tt10062292', 'tmdb_id': 100883, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 3165161, 'title': 'Giri/Haji', 'year': 2019, 'imdb_id': 'tt8001106', 'tmdb_id': 94659, 'tmdb_type': 'tv', 'type': 'tv_miniseries'}",203
"{'id': 347980, 'title': 'Good Girls', 'year': 2018, 'imdb_id': 'tt6474378', 'tmdb_id': 71715, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 33263, 'title': 'A.P. Bio', 'year': 2018, 'imdb_id': 'tt6461726', 'tmdb_id': 71737, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
"{'id': 32288, 'title': 'A Discovery of Witches', 'year': 2018, 'imdb_id': 'tt2177461', 'tmdb_id': 77236, 'tmdb_type': 'tv', 'type': 'tv_series'}",203
